"","year","country","team_size_all","team_size_male","team_size_female","p1","p2","p3","p4","p5","p6","p7","awards_gold","awards_silver","awards_bronze","awards_honorable_mentions","leader","deputy_leader","country_new"
"1622",2009,"Switzerland",6,6,NA,37,19,3,11,9,0,NA,0,0,3,2,"Anna Devic","Thomas Huber","Switzerland"
"1623",2009,"Lithuania",6,5,1,36,14,2,11,14,0,NA,0,1,1,3,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1624",2009,"Mexico",6,6,NA,30,30,1,11,2,0,NA,0,0,3,1,"Radmila Bulajich","Pablo Soberón","Mexico"
"1625",2009,"Republic of Moldova",6,6,NA,30,27,1,9,7,0,NA,0,0,4,0,"Valeriu Baltag","Iurie Boreico","Moldova"
"1626",2009,"Sri Lanka",6,6,NA,23,21,0,26,4,0,NA,0,0,2,3,"Chanakya Janak Wijeratne","Thameera Priyadarshi Senanayaka","Sri Lanka"
"1627",2009,"Slovakia",6,6,NA,38,16,4,11,4,0,NA,0,0,2,3,"Vojtech Bálint","Ján Mazák","Slovakia"
"1628",2009,"Mongolia",6,6,NA,37,16,1,14,4,0,NA,0,0,3,1,"Dashdorj Tserendorj","Ganbileg Bat-Ochir","Mongolia"
"1629",2009,"Spain",6,6,NA,28,16,1,10,16,0,NA,0,0,4,0,"María Gaspar Alonso-Vega","Ignasi Mundet Riera","Spain"
"1630",2009,"Sweden",6,5,1,42,13,1,5,9,0,NA,0,0,2,4,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1631",2009,"Denmark",6,5,1,33,14,3,6,9,3,NA,0,1,1,1,"Jens-Søren Kjær Andersen","Sune Precht Reeh","Denmark"
"1632",2009,"Bangladesh",6,5,1,21,29,0,15,2,0,NA,0,0,2,3,"Mahbub Alam Majumdar","A A Munir Hasan","Bangladesh"
"1633",2009,"Austria",6,5,1,26,14,0,13,13,0,NA,0,0,2,2,"Robert Geretschläger","Walther Janous","Austria"
"1634",2009,"Luxembourg",6,5,1,25,25,1,8,4,2,NA,0,0,3,1,"Charles Leytem","Hsu Ming-Koon","Luxembourg"
"1635",2009,"Bosnia and Herzegovina",6,4,2,33,8,0,16,6,0,NA,0,0,1,3,"Damir Hasić","Boris Marjanović","Bosnia and Herzegovina"
"1636",2009,"Latvia",6,5,1,26,14,2,19,0,0,NA,0,0,1,3,"Agnis Andžāns","Juris Škuškovniks","Latvia"
"1637",2009,"Norway",6,6,NA,34,16,2,1,7,0,NA,0,0,2,2,"Dávid Kunszenti-Kovács","Pål Hermunn Johansen","Norway"
"1638",2009,"Armenia",6,5,1,26,16,0,15,2,0,NA,0,0,2,1,"Nairi Sedrakyan","Koryun Arakelyan","Armenia"
"1639",2009,"Slovenia",6,5,1,31,16,0,9,2,0,NA,0,0,1,3,"Gregor Dolinar","Irena Majcen","Slovenia"
"1640",2009,"New Zealand",6,6,NA,36,6,0,9,2,0,NA,0,0,1,3,"Michael Albert","Heather Rose Macbeth","New Zealand"
"1641",2009,"Finland",6,6,NA,31,2,0,6,10,0,NA,0,0,0,4,"Matti Lehtinen","Niko Vuokko","Finland"
"1642",2009,"Macau",6,6,NA,13,21,0,4,11,0,NA,0,0,1,2,"Ieng Tak Leong","Lung Yam Wan","Macau"
"1643",2009,"Cyprus",6,4,2,23,10,1,7,4,0,NA,0,1,0,2,"Andreas Skotinos","Savvas Timotheou","Cyprus"
"1644",2009,"Chile",4,4,NA,10,10,7,11,3,0,NA,0,1,0,0,"Hernan Burgos","Victor Cortes","Chile"
"1645",2009,"Estonia",6,5,1,23,8,1,6,2,0,NA,0,0,0,3,"Härmel Nestra","Oleg Košik","Estonia"
"1646",2009,"Costa Rica",4,4,NA,16,6,1,9,2,0,NA,0,0,1,1,"Mario Alberto Marín Sánchez","Daniel Campos Salas","Costa Rica"
"1647",2009,"Kyrgyzstan",6,5,1,2,25,0,6,0,0,NA,0,0,0,3,"Buras Boljiev","Ainagul Osmonalieva","Kyrgyzstan"
"1648",2009,"Morocco",6,5,1,12,6,0,9,5,0,NA,0,0,0,0,"Abdelmoumen Med El Rhezzali","El Maachi Laabiyad","Morocco"
"1649",2009,"Malaysia",2,2,NA,7,8,1,8,7,0,NA,0,1,0,0,"M. Suhaimi Ramly","Muhammad Ikhwan Azlan","Malaysia"
"1650",2009,"Trinidad and Tobago",6,5,1,12,12,0,3,1,0,NA,0,0,0,2,"Indra Haraksingh","Christopher Brereton","Trinidad and Tobago"
"1651",2009,"Tunisia",5,4,1,14,4,0,7,2,0,NA,0,0,1,0,"Seifeddine Snoussi","Mohamed Naceur Manai","Tunisia"
"1652",2009,"Ecuador",6,6,NA,9,7,0,10,0,0,NA,0,0,0,1,"Jorge Chamaidan","","Ecuador"
"1653",2009,"Iceland",6,4,2,25,0,0,0,1,0,NA,0,0,0,1,"Auðun Sæmundsson","Ragna Briem","Iceland"
"1654",2009,"Philippines",4,3,1,9,7,1,7,2,0,NA,0,0,1,0,"Ian June Luzon Garces","Julius Magalona Basilla","Philippines"
"1655",2009,"Albania",6,5,1,9,7,0,5,3,0,NA,0,0,0,0,"Fatmir Hoxha","Artur Baxhaku","Albania"
"1656",2009,"Honduras",3,3,NA,7,11,0,6,0,0,NA,0,0,1,0,"Mario Roberto Canales Villanueva","Juan Carlos Iglesias","Honduras"
"1657",2009,"Montenegro",4,3,1,9,6,2,6,0,0,NA,0,0,0,1,"Svjetlana Terzić","Savo Tomović","Montenegro"
"1658",2009,"Puerto Rico",6,5,1,10,6,0,7,0,0,NA,0,0,0,1,"Luis Caceres","Yuri Rojas","United States of America"
"1659",2009,"Cuba",1,1,NA,7,6,1,5,2,0,NA,0,0,1,0,"Eduardo Pérez Almarales","","Cuba"
"1660",2009,"Liechtenstein",2,1,1,6,5,0,7,3,0,NA,0,0,1,0,"Julian Kellerhals","Reto Locher","Liechtenstein"
"1661",2009,"Pakistan",5,5,NA,9,5,1,4,2,0,NA,0,0,1,0,"Alla Ditta Choudary","Ahmad Mahmood Qureshi","Pakistan"
"1662",2009,"Uruguay",6,6,NA,8,8,0,5,0,0,NA,0,0,0,1,"Leonardo Lois","Eduardo Peraza","Uruguay"
"1663",2009,"Ireland",6,5,1,7,6,0,7,0,0,NA,0,0,0,0,"Bernd Kreussler","Gordon Lessells","Ireland"
"1664",2009,"Nigeria",6,5,1,6,7,0,4,0,0,NA,0,0,0,0,"Samson Olatunji Ale","Oluwaniyi Steve Dele","Nigeria"
"1665",2009,"Cambodia",6,2,4,4,7,0,3,0,0,NA,0,0,0,0,"Lin Sok","Sovann Suon","Cambodia"
"1666",2009,"Guatemala",4,4,NA,8,3,0,2,1,0,NA,0,0,0,1,"Javier Ronquillo","José García","Guatemala"
"1667",2009,"Paraguay",4,3,1,7,5,0,2,0,0,NA,0,0,0,0,"Jose Guillermo von Lucken","Diana Gimenez de von Lucken","Paraguay"
"1668",2009,"El Salvador",3,2,1,3,6,0,3,1,0,NA,0,0,0,0,"Carlos Mauricio Canjura Linares","Riquelmi Salvador Cardona Fuentes","El Salvador"
"1669",2009,"Venezuela",2,1,1,5,2,0,6,0,0,NA,0,0,0,0,"Rafael Sánchez Lamoneda","Laura Vielma Herrero","Venezuela"
"1670",2009,"Panama",1,1,NA,7,3,0,1,1,0,NA,0,0,0,1,"Jaime Gutierrez","","Panama"
"1671",2009,"Bolivia",3,3,NA,3,4,0,2,0,0,NA,0,0,0,0,"René Arturo Aguilar Vera","","Bolivia"
"1672",2009,"Mauritania",6,6,NA,2,3,2,1,0,0,NA,0,0,0,0,"Isselmou Ould Lebat Ould Farajou","Horma Ould Hamoud","Mauritania"
"1673",2009,"Syria",5,2,3,0,5,0,2,0,0,NA,0,0,0,0,"Abdullatif Hanano","Salah Asad","Syria"
"1674",2009,"Zimbabwe",2,2,NA,3,1,0,0,1,0,NA,0,0,0,0,"Thomas Masiwa","John Walter Greenacre","Zimbabwe"
"1675",2009,"Benin",2,1,1,1,1,0,0,1,0,NA,0,0,0,0,"Assogba Bernardin Kpamegan","Emile Sacla","Benin"
"1676",2009,"Kuwait",4,2,2,0,3,0,0,0,0,NA,0,0,0,0,"Ibrahim Alqattan","Husain Ali","Kuwait"
"1677",2009,"United Arab Emirates",5,NA,5,2,0,0,1,0,0,NA,0,0,0,0,"Mohamed Salim Almakhooli","Aaesha Jasem Ali Alshamsi","United Arab Emirates"
"1678",2009,"Algeria",4,3,1,1,1,0,0,0,0,NA,0,0,0,0,"Abed-Seddik Bouchoucha","Ali Atia","Algeria"
"1679",2008,"People's Republic of China",6,5,1,42,42,42,42,35,14,NA,5,1,0,0,"Bin Xiong","Zhigang Feng","China"
"1680",2008,"Russian Federation",6,6,NA,42,33,35,42,42,5,NA,6,0,0,0,"Nazar Agakhanov","Dmitry Tereshin","Russia"
"1681",2008,"United States of America",6,6,NA,42,30,20,41,42,15,NA,4,2,0,0,"Zuming Feng","Razvan Gelca","United States of America"
"1682",2008,"Republic of Korea",6,6,NA,41,42,26,42,35,2,NA,4,2,0,0,"Seunghun Yi","Byeong Kweon Oh","South Korea"
"1683",2008,"Islamic Republic of Iran",6,6,NA,42,37,14,42,37,9,NA,1,5,0,0,"Mohammad Reza Razvan","Omid Naghshineh Arjmand","Iran"
"1684",2008,"Thailand",6,6,NA,42,40,13,42,37,1,NA,2,3,1,0,"Paisan Nakmahachalasint","Utsanee Leerawat","Thailand"
"1685",2008,"Democratic People's Republic of Korea",6,6,NA,40,41,29,37,24,2,NA,2,4,0,0,"Yong Chol Ham","Yong Ho Kim","North Korea"
"1686",2008,"Türkiye",6,6,NA,40,39,28,39,23,1,NA,3,1,2,0,"Azer Kerimov","Şahin Emrah","Turkey"
"1687",2008,"Taiwan",6,6,NA,42,33,15,42,36,0,NA,2,4,0,0,"Shou-Jen Hsiao","Shu-Chung Liu","Taiwan"
"1688",2008,"Hungary",6,6,NA,38,23,10,39,42,13,NA,2,3,1,0,"József Pelikán","Sándor Dobos","Hungary"
"1689",2008,"Japan",6,6,NA,40,28,18,41,35,1,NA,2,3,1,0,"Yuji Ito","Shinichi Suzuki","Japan"
"1690",2008,"Vietnam",6,5,1,42,31,14,41,22,9,NA,2,2,2,0,"Hà Huy Khoái","Nguyễn Khắc Minh","Vietnam"
"1691",2008,"Poland",6,6,NA,42,30,14,36,35,0,NA,2,3,1,0,"Michał Krych","Michał Pilipczuk","Poland"
"1692",2008,"Bulgaria",6,6,NA,42,28,14,35,19,16,NA,2,1,3,0,"Emil Milanov Kolev","Nikolai Marinov Nikolov","Bulgaria"
"1693",2008,"Ukraine",6,5,1,42,31,16,31,26,7,NA,2,2,2,0,"Sergiy Torba","Nataliia Prokopenko","Ukraine"
"1694",2008,"Brazil",6,6,NA,42,29,2,42,35,2,NA,0,5,1,0,"Luciano Guimarães Monteiro De Castro","Carlos Yuzo Shine","Brazil"
"1695",2008,"Peru",6,6,NA,42,36,10,36,14,3,NA,1,3,2,0,"Emilio Gonzaga Ramírez","Mariano González Ulloa","Peru"
"1696",2008,"Romania",6,4,2,42,22,15,42,17,3,NA,0,4,2,0,"Radu Gologan","Dinu Şerbănescu","Romania"
"1697",2008,"Australia",6,5,1,42,22,4,35,35,2,NA,0,5,1,0,"Angelo Di Pasquale","Norman Do","Australia"
"1698",2008,"Germany",6,4,2,41,21,12,33,23,9,NA,1,2,3,0,"Eric Müller","Peter Scholze","Germany"
"1699",2008,"Serbia",6,5,1,37,22,15,41,22,2,NA,1,3,0,2,"Đorđe Krtinić","Dušan Đukić","Serbia"
"1700",2008,"Canada",6,5,1,42,29,1,38,25,0,NA,0,2,4,0,"Felix Recio","Yufei Zhao","Canada"
"1701",2008,"United Kingdom",6,5,1,38,15,3,38,38,1,NA,0,4,2,0,"Geoff Smith","Ceri Fiddes","United Kingdom"
"1702",2008,"Italy",6,6,NA,42,15,15,41,18,1,NA,0,3,3,0,"Roberto Dvornicich","Massimo Gobbino","Italy"
"1703",2008,"Kazakhstan",6,6,NA,42,26,6,39,8,7,NA,1,2,3,0,"Yerzhan Baissalov","Zaure Amanova","Kazakhstan"
"1704",2008,"Belarus",6,5,1,34,34,2,39,15,1,NA,0,3,2,0,"Igor Voronovich","Sergei Mazanik","Belarus"
"1705",2008,"Israel",6,6,NA,34,18,7,42,17,2,NA,1,1,2,2,"Shay Gueron","Eran Assaf","Israel"
"1706",2008,"Hong Kong",6,6,NA,40,22,1,23,21,0,NA,0,3,1,1,"Tat Wing Leung","Mee Lin Luk","Hong Kong"
"1707",2008,"Mongolia",6,5,1,39,24,1,28,14,0,NA,0,2,1,2,"Dashdorj Tserendorj","Battsengel Baasanjav","Mongolia"
"1708",2008,"France",6,5,1,42,10,0,42,9,1,NA,0,1,4,1,"Johan Yebbou","Pierre Bornsztein","France"
"1709",2008,"India",6,6,NA,40,27,2,24,9,1,NA,0,0,5,1,"Venkatachala Belur Jana","Mahendra Datta","India"
"1710",2008,"Singapore",6,6,NA,38,9,0,33,16,2,NA,0,1,3,1,"Yan Loi Wong","Teck Kian Teo","Singapore"
"1711",2008,"Netherlands",6,6,NA,28,6,0,38,22,0,NA,0,2,2,0,"Quintijn Puite","Birgit van Dalen","Netherlands"
"1712",2008,"Uzbekistan",6,5,1,32,38,0,24,0,0,NA,0,0,4,0,"Shuhrat Ismailov","Bakhtiyor Daniyarov","Uzbekistan"
"1713",2008,"Lithuania",6,6,NA,40,15,0,28,9,0,NA,0,1,2,3,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1714",2008,"Indonesia",6,5,1,32,21,0,26,9,0,NA,0,1,2,2,"Hery Susanto","Yudi Satria","Indonesia"
"1715",2008,"Mexico",6,6,NA,42,4,0,24,17,0,NA,0,1,1,4,"Antonio Olivas Martínez","Hugo Villanueva Méndez","Mexico"
"1716",2008,"Croatia",6,3,3,34,9,1,30,12,0,NA,0,0,3,2,"Željko Hanjš","Mea Bombardelli","Croatia"
"1717",2008,"Argentina",6,6,NA,30,13,0,32,10,0,NA,0,1,3,0,"Patricia Fauring","Flora Gutierrez","Argentina"
"1718",2008,"Czech Republic",6,6,NA,36,10,0,29,9,1,NA,0,1,1,3,"Karel Horák","Martin Panák","Czech Republic"
"1719",2008,"Greece",6,5,1,36,14,2,32,1,0,NA,0,0,2,4,"Anargyros Fellouris","Theodoros Bolis","Greece"
"1720",2008,"Georgia",6,6,NA,35,9,0,39,1,0,NA,0,0,5,1,"Larry Gogoladze","George Bareladze","Georgia"
"1721",2008,"Spain",6,6,NA,40,6,0,26,8,2,NA,0,0,3,3,"Felipe Gago Couso","Luis Hernández Corbato","Spain"
"1722",2008,"South Africa",6,6,NA,28,5,0,36,10,0,NA,0,1,0,4,"Maciej Stankiewicz","Jacobus van Zyl","South Africa"
"1723",2008,"Colombia",6,6,NA,26,7,0,27,17,0,NA,0,2,0,1,"Federico Ardila","Angélica Osorno","Colombia"
"1724",2008,"Slovakia",6,6,NA,33,8,0,33,2,0,NA,0,0,3,1,"Vojtech Bálint","Tomáš Jurík","Slovakia"
"1725",2008,"Turkmenistan",6,6,NA,36,13,0,26,1,0,NA,0,0,4,1,"Erol Aslan","Polat Chariyev","Turkmenistan"
"1726",2008,"Azerbaijan",6,6,NA,25,17,0,30,2,0,NA,0,0,3,0,"Fuad Garayev","Umud Babashov","Azerbaijan"
"1727",2008,"Republic of Moldova",6,6,NA,27,15,0,23,8,1,NA,0,1,0,2,"Valeriu Baltag","Valentina Ceapa","Moldova"
"1728",2008,"Bosnia and Herzegovina",6,3,3,28,12,2,23,2,1,NA,0,0,3,1,"Boris Marjanović","Damir Hasić","Bosnia and Herzegovina"
"1729",2008,"Slovenia",6,5,1,32,8,0,24,4,0,NA,0,0,2,1,"Gregor Dolinar","Irena Majcen","Slovenia"
"1730",2008,"Switzerland",6,6,NA,23,12,0,26,7,0,NA,0,1,1,2,"Anna Devic","Thomas Huber","Switzerland"
"1731",2008,"Sweden",6,6,NA,30,6,0,24,7,0,NA,0,1,0,3,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1732",2008,"Denmark",6,6,NA,17,4,1,27,16,1,NA,0,2,0,1,"Max Petersen","Ulrik Buchholtz","Denmark"
"1733",2008,"Costa Rica",6,6,NA,36,6,0,22,1,0,NA,0,0,2,3,"Mario Alberto Marín Sánchez","Ronald Bustamante Medina","Costa Rica"
"1734",2008,"Malaysia",6,5,1,32,8,0,16,8,1,NA,0,1,0,4,"Daud Mohamad","Mat Rofa Ismail","Malaysia"
"1735",2008,"Austria",6,5,1,35,3,0,22,3,0,NA,0,0,1,4,"Robert Geretschläger","Heinrich Josef Gstöttner","Austria"
"1736",2008,"Norway",6,6,NA,21,10,7,17,7,0,NA,1,0,0,1,"Dávid Kunszenti-Kovács","Pål Hermunn Johansen","Norway"
"1737",2008,"Belgium",6,6,NA,19,3,1,23,15,0,NA,0,1,1,1,"Bart Windels","Philippe Niederkorn","Belgium"
"1738",2008,"North Macedonia",6,6,NA,25,9,0,17,10,0,NA,0,0,2,0,"Vesna Manova-Erakovik","Alekso Malcheski","North Macedonia"
"1739",2008,"Luxembourg",5,4,1,29,4,0,20,7,0,NA,0,0,2,2,"Charles Leytem","Hsu Ming-Koon","Luxembourg"
"1740",2008,"Tajikistan",6,6,NA,34,10,0,16,0,0,NA,0,0,1,3,"Umed Karimov","Yusuf Balkash","Tajikistan"
"1741",2008,"Latvia",6,4,2,15,10,2,30,1,0,NA,0,1,0,2,"Agnis Andžāns","Juris Škuškovniks","Latvia"
"1742",2008,"Macau",6,5,1,21,13,0,21,3,0,NA,0,0,2,1,"Ieng Tak Leong","Lung Yam Wan","Macau"
"1743",2008,"Morocco",6,5,1,7,19,0,32,0,0,NA,0,0,1,2,"Abdelmoumen Med El Rhezzali","My Ahmed Moussaoui","Morocco"
"1744",2008,"Armenia",6,6,NA,28,6,0,22,0,0,NA,0,0,0,4,"Garnik Tonoyan","Tigran Margaryan","Armenia"
"1745",2008,"Portugal",6,5,1,17,7,0,30,1,0,NA,0,0,2,1,"Gonçalo Gutierres","Alexander Kovacec","Portugal"
"1746",2008,"Albania",6,3,3,22,15,2,13,1,0,NA,0,0,1,1,"Fatmir Hoxha","Artur Baxhaku","Albania"
"1747",2008,"Chile",3,3,NA,19,4,0,12,14,0,NA,0,1,1,1,"Hernan Burgos","Victor Cortes","Chile"
"1748",2008,"Ireland",6,5,1,16,9,0,12,8,0,NA,0,0,0,2,"Thomas Laffey","Gordon Lessells","Ireland"
"1749",2008,"Cyprus",6,5,1,20,2,0,13,7,0,NA,0,0,1,1,"Andreas Philippou","Theoklitos Paragyiou","Cyprus"
"1750",2008,"New Zealand",6,5,1,17,3,0,13,9,0,NA,0,0,0,3,"Michael Albert","Heather Rose Macbeth","New Zealand"
"1751",2008,"Estonia",6,3,3,19,7,0,12,3,0,NA,0,0,1,1,"Härmel Nestra","Indrek Zolk","Estonia"
"1752",2008,"Finland",6,6,NA,17,4,0,18,1,0,NA,0,0,1,1,"Matti Lehtinen","Kerkko Luosto","Finland"
"1753",2008,"Bangladesh",4,3,1,19,4,0,10,0,0,NA,0,0,0,1,"Mahbub Alam Majumdar","A A Munir Hasan","Bangladesh"
"1754",2008,"Iceland",5,4,1,9,3,0,17,2,0,NA,0,0,1,0,"Auðun Sæmundsson","Ragna Briem","Iceland"
"1755",2008,"El Salvador",4,3,1,27,2,0,1,1,0,NA,0,0,0,3,"Carlos Mauricio Canjura Linares","Riquelmi Salvador Cardona Fuentes","El Salvador"
"1756",2008,"Sri Lanka",6,6,NA,9,9,0,11,0,0,NA,0,0,0,1,"Chanakya Janak Wijeratne","Kasun Tudugala","Sri Lanka"
"1757",2008,"Kyrgyzstan",5,5,NA,16,2,0,10,0,0,NA,0,0,0,1,"Buras Boljiev","Alimbek Uraliev","Kyrgyzstan"
"1758",2008,"Trinidad and Tobago",6,6,NA,11,9,0,8,0,0,NA,0,0,1,0,"Indra Haraksingh","Christopher Brereton","Trinidad and Tobago"
"1759",2008,"Cuba",1,1,NA,7,6,7,7,0,0,NA,0,1,0,0,"Eduardo Pérez Almarales","","Cuba"
"1760",2008,"Ecuador",6,6,NA,15,2,0,8,1,0,NA,0,0,0,1,"Jorge Chamaidan","Rubén Mauricio Villacís Infante","Ecuador"
"1761",2008,"Cambodia",6,5,1,12,3,0,10,0,0,NA,0,0,0,1,"Pheakdei Mauk","Sovann Suon","Cambodia"
"1762",2008,"Montenegro",3,2,1,14,6,0,4,0,0,NA,0,0,0,2,"David Kaljaj","Vladimir Jačimović","Montenegro"
"1763",2008,"Paraguay",4,4,NA,13,2,1,8,0,0,NA,0,0,1,0,"Gabriela Gomez Pasquali","Christian Emilio Schaerer Serra","Paraguay"
"1764",2008,"Philippines",3,3,NA,8,8,0,5,2,0,NA,0,0,1,0,"Ian June Luzon Garces","Julius Magalona Basilla","Philippines"
"1765",2008,"Uruguay",5,5,NA,17,2,0,1,2,0,NA,0,0,0,1,"Nelson Raúl Chocca Soubes","Leonardo Lois","Uruguay"
"1766",2008,"Tunisia",4,4,NA,8,2,0,9,1,0,NA,0,0,0,1,"Seifeddine Snoussi","Mohamed Naceur Manai","Tunisia"
"1767",2008,"Honduras",2,2,NA,14,2,0,1,0,0,NA,0,0,0,2,"Luis Armando Ramos Palacios","Mariano Eliseo Solorzano Alvarado","Honduras"
"1768",2008,"Guatemala",4,4,NA,8,1,0,7,0,0,NA,0,0,1,0,"Javier Ronquillo","Michaelle Alexander Perez Riz","Guatemala"
"1769",2008,"Liechtenstein",2,1,1,8,4,0,4,0,0,NA,0,0,0,1,"Daniel Sprecher","Markus Sprecher","Liechtenstein"
"1770",2008,"Venezuela",2,1,1,3,1,0,11,1,0,NA,0,0,0,1,"Rafael Sánchez Lamoneda","Laura Vielma Herrero","Venezuela"
"1771",2008,"Puerto Rico",3,2,1,4,1,0,2,2,0,NA,0,0,0,0,"Luis Fernando Cáceres Duque","Arturo Portnoy","United States of America"
"1772",2008,"Saudi Arabia",6,6,NA,1,3,0,4,0,0,NA,0,0,0,0,"Salah Alzaid","Abdullah Aljouiee","Saudi Arabia"
"1773",2008,"Bolivia",5,3,2,3,2,0,0,0,0,NA,0,0,0,0,"Patricia Claudia Velásquez Garnica","Raumir Ronald Arnez Céspedes","Bolivia"
"1774",2008,"United Arab Emirates",4,3,1,1,4,0,0,0,0,NA,0,0,0,0,"Juma Rashed Ali Al Shamisi","Aaesha Jasem Ali Al Shamsi","United Arab Emirates"
"1775",2008,"Kuwait",5,2,3,2,0,0,1,0,0,NA,0,0,0,0,"Ibrahim Alqattan","Ramadhan Dashti","Kuwait"
"1776",2007,"Russian Federation",6,5,1,42,42,12,42,37,9,NA,5,1,0,0,"Nazar Agakhanov","Alexey Garber","Russia"
"1777",2007,"People's Republic of China",6,6,NA,36,42,17,41,42,3,NA,4,2,0,0,"Gang-Song Leng","Hua-Wei Zhu","China"
"1778",2007,"Republic of Korea",6,6,NA,38,41,9,42,36,2,NA,2,4,0,0,"Seunghun Yi","Yongjin Song","South Korea"
"1779",2007,"Vietnam",6,6,NA,41,42,10,41,34,0,NA,3,3,0,0,"Hòa Vũ Đình","Hoàng Nguyễn Đức","Vietnam"
"1780",2007,"United States of America",6,5,1,41,36,6,42,26,4,NA,2,3,1,0,"Zuming Feng","Ian Le","United States of America"
"1781",2007,"Japan",6,6,NA,42,42,4,42,22,2,NA,2,4,0,0,"Yuji Ito","Yuya Matsumoto","Japan"
"1782",2007,"Ukraine",6,6,NA,31,42,3,42,29,7,NA,3,1,2,0,"Sergiy Torba","Nataliya Prokopenko","Ukraine"
"1783",2007,"Democratic People's Republic of Korea",6,6,NA,37,35,1,40,37,1,NA,1,4,0,1,"Ham Yong Chol","Sin Se Hung","North Korea"
"1784",2007,"Bulgaria",6,4,2,34,35,4,42,32,2,NA,2,3,1,0,"Emil Milanov Kolev","Nikolai Marinov Nikolov","Bulgaria"
"1785",2007,"Taiwan",6,6,NA,41,38,2,42,24,2,NA,2,3,1,0,"Sen-Peng Eu","Tien-Chung Hu","Taiwan"
"1786",2007,"Romania",6,4,2,36,25,4,42,39,0,NA,1,4,1,0,"Radu Gologan","Mihai Bălună","Romania"
"1787",2007,"Hong Kong",6,6,NA,33,42,2,42,24,0,NA,0,5,1,0,"Jor Ting Chan","Chi Hin Lau","Hong Kong"
"1788",2007,"Islamic Republic of Iran",6,6,NA,33,29,2,42,32,5,NA,1,3,2,0,"Mohammad Reza Razvan","Omid Naghshineh Arjmand","Iran"
"1789",2007,"Thailand",6,6,NA,42,31,3,42,14,1,NA,1,3,2,0,"Nattaphan Kittisin","Ajchara Harnchoowong","Thailand"
"1790",2007,"Germany",6,5,1,33,15,5,42,29,8,NA,1,3,1,1,"Hans-Dietrich Gronau","Jürgen Prestin","Germany"
"1791",2007,"Hungary",6,6,NA,38,28,10,42,10,1,NA,0,5,0,1,"József Pelikán","Sándor Dobos","Hungary"
"1792",2007,"Türkiye",6,5,1,25,30,3,42,24,0,NA,1,2,2,1,"Okan Tekman","Azer Kerimov","Turkey"
"1793",2007,"Poland",6,6,NA,36,16,3,40,26,1,NA,1,2,2,0,"Waldemar Pompe","Marcin Pilipczuk","Poland"
"1794",2007,"Belarus",6,5,1,41,16,2,41,18,1,NA,1,1,4,0,"Igor Voronovich","Sergei Mazanik","Belarus"
"1795",2007,"Republic of Moldova",6,6,NA,34,11,1,41,24,7,NA,0,3,2,0,"Valeriu Baltag","Vladimir Izbaş","Moldova"
"1796",2007,"Italy",6,5,1,31,20,1,42,14,8,NA,1,1,3,1,"Roberto Dvornicich","Massimo Gobbino","Italy"
"1797",2007,"Australia",6,5,1,28,20,2,42,17,1,NA,0,1,4,1,"Angelo Di Pasquale","Norman Nam Van Do","Australia"
"1798",2007,"Serbia",6,5,1,22,23,9,34,18,1,NA,1,0,4,0,"Đorđe Krtinić","Dušan Đukić","Serbia"
"1799",2007,"Brazil",6,6,NA,26,24,1,42,11,2,NA,0,2,3,1,"Carlos Gustavo Tamm De Araujo Moreira","Onofre Campos Da Silva Farias","Brazil"
"1800",2007,"India",6,6,NA,19,23,3,42,16,0,NA,0,3,0,3,"Chudamani R Pranesachar","Udayan Maneklal Prajapati","India"
"1801",2007,"Georgia",6,6,NA,31,17,1,37,16,0,NA,1,1,1,3,"Larry Gogoladze","George Bareladze","Georgia"
"1802",2007,"Canada",6,5,1,32,21,0,41,4,0,NA,0,1,3,1,"Bill Sands","Adrian Tang","Canada"
"1803",2007,"Kazakhstan",6,6,NA,23,14,2,42,14,0,NA,0,1,3,2,"Yerzhan Baissalov","Tildash Bituova","Kazakhstan"
"1804",2007,"United Kingdom",6,5,1,32,10,2,42,7,2,NA,1,0,3,2,"Geoff Smith","Ceridwyn Fiddes","United Kingdom"
"1805",2007,"Colombia",6,6,NA,33,6,2,40,12,0,NA,0,1,3,1,"Maria Losada","Pascual Restrepo","Colombia"
"1806",2007,"Lithuania",6,6,NA,31,9,1,40,10,1,NA,1,0,2,1,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1807",2007,"Peru",6,5,1,19,12,0,41,19,0,NA,0,1,2,3,"Mariano Gonzalez","Jorge Tipe","Peru"
"1808",2007,"Greece",6,5,1,9,26,1,41,12,0,NA,0,1,3,2,"Anargyros Felouris","Georgios Dimakos","Greece"
"1809",2007,"Mongolia",6,5,1,16,17,0,42,13,0,NA,0,2,1,3,"Dashdorj Tserendorj","Sandagdorj Baldorj","Mongolia"
"1810",2007,"Uzbekistan",6,6,NA,7,30,0,42,9,0,NA,0,1,3,2,"Shuhrat Ismailov","Shamsiddin Usanov","Uzbekistan"
"1811",2007,"Singapore",6,6,NA,31,5,2,40,9,0,NA,0,0,5,0,"Tiong Seng Tay","Siew Tong Lee","Singapore"
