"","year","country","team_size_all","team_size_male","team_size_female","p1","p2","p3","p4","p5","p6","p7","awards_gold","awards_silver","awards_bronze","awards_honorable_mentions","leader","deputy_leader","country_new"
"1218",2013,"Bulgaria",6,6,NA,31,24,5,28,13,0,NA,0,1,2,3,"Nikolai Nikolov","Peter Boyvalenkov","Bulgaria"
"1219",2013,"Greece",6,6,NA,14,9,14,42,22,0,NA,0,2,1,3,"Anargyros Fellouris","Evangelos Zotos","Greece"
"1220",2013,"Armenia",6,6,NA,22,13,1,42,10,0,NA,0,1,1,4,"Artur Hovhannisyan","Smbat Gogyan","Armenia"
"1221",2013,"Switzerland",6,6,NA,31,15,0,34,8,0,NA,0,0,3,2,"Raphael Steiner","Dimitri Wyss","Switzerland"
"1222",2013,"Mongolia",6,5,1,18,16,2,42,6,0,NA,0,0,3,3,"Dashdorj Tserendorj","Batkhuu Tserennadmid","Mongolia"
"1223",2013,"Saudi Arabia",6,6,NA,20,21,1,39,3,0,NA,0,0,4,0,"Fawzi Al-Thukair","Najla Altwaijry","Saudi Arabia"
"1224",2013,"Belgium",6,6,NA,19,21,0,35,7,0,NA,0,1,2,2,"Bart Windels","Philippe Niederkorn","Belgium"
"1225",2013,"Poland",6,6,NA,20,18,0,29,12,0,NA,0,1,1,3,"Michał Pilipczuk","Andrzej Grzesik","Poland"
"1226",2013,"Lithuania",6,6,NA,36,9,1,23,9,0,NA,0,0,3,3,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1227",2013,"Turkmenistan",6,6,NA,24,11,1,35,7,0,NA,0,0,4,1,"Erol Aslan","Annaorazov Orazmammet","Turkmenistan"
"1228",2013,"Austria",6,6,NA,24,12,1,31,9,0,NA,0,1,1,2,"Robert Geretschläger","Heinrich Josef Gstöttner","Austria"
"1229",2013,"Colombia",6,5,1,26,15,0,33,3,0,NA,0,0,2,2,"Esteban González","Miguel Acosta","Colombia"
"1230",2013,"New Zealand",6,5,1,30,6,0,35,6,0,NA,0,0,2,3,"Chris Tuffley","Peter Nelson","New Zealand"
"1231",2013,"Georgia",6,6,NA,22,5,2,37,9,0,NA,0,0,2,4,"George Chelidze","Givi Nadibaidze","Georgia"
"1232",2013,"Azerbaijan",6,6,NA,29,2,7,32,3,0,NA,0,0,2,3,"Fuad Garayev","Yashar Shukurov","Azerbaijan"
"1233",2013,"Philippines",5,3,2,28,7,0,35,2,0,NA,0,0,3,2,"Jose Ernie Lope","Joseph Ray Clarence Damasco","Philippines"
"1234",2013,"Republic of Moldova",6,5,1,14,2,6,42,7,0,NA,0,0,2,4,"Marcel Teleucă","Valentina Ceapa","Moldova"
"1235",2013,"Estonia",6,4,2,30,10,0,26,1,0,NA,0,0,2,3,"Urve Kangro","Oleg Košik","Estonia"
"1236",2013,"Sri Lanka",6,6,NA,21,2,0,40,2,0,NA,0,0,1,4,"Nipuna Randunu Samarasekara","Isuru Dilanka Fernando","Sri Lanka"
"1237",2013,"Tajikistan",6,6,NA,13,0,3,40,9,0,NA,0,0,1,4,"Pirakhmad Olimdzhoni","Mirzobedil Jamolzoda","Tajikistan"
"1238",2013,"South Africa",6,5,1,21,13,0,30,0,0,NA,0,0,2,3,"Jay van Zyl","Dirk Basson","South Africa"
"1239",2013,"Spain",6,6,NA,22,7,0,29,5,0,NA,0,0,2,3,"José Luis Díaz","Luis Hernández","Spain"
"1240",2013,"Sweden",6,5,1,21,12,0,23,6,0,NA,0,1,1,2,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1241",2013,"Bangladesh",4,4,NA,21,7,0,28,4,0,NA,0,0,3,1,"Mahbubul Alam Majumdar","A A Munir Hasan","Bangladesh"
"1242",2013,"Costa Rica",6,3,3,12,3,0,42,2,0,NA,0,0,1,5,"Ronald Bustamante Medina","Tomás Calderón Gómez","Costa Rica"
"1243",2013,"Bosnia and Herzegovina",6,5,1,8,10,0,36,2,0,NA,0,0,1,4,"Senada Kalabušić","Boris Marjanović","Bosnia and Herzegovina"
"1244",2013,"Cyprus",5,5,NA,11,4,5,28,4,0,NA,0,0,1,3,"Andreas Philippou","Dimitrios Karantanos","Cyprus"
"1245",2013,"Tunisia",5,5,NA,9,2,0,28,10,0,NA,0,0,1,3,"Taoufik Charrada","Mohsen Ben Ahmed Ben Abdallah","Tunisia"
"1246",2013,"Latvia",6,5,1,13,10,0,16,8,0,NA,0,0,1,3,"Alexander Belov","Juris Škuškovniks","Latvia"
"1247",2013,"Argentina",6,6,NA,19,11,0,9,7,0,NA,0,0,1,1,"Patricia Fauring","Flora Gutiérrez","Argentina"
"1248",2013,"Finland",6,3,3,13,12,0,7,14,0,NA,0,1,0,0,"Kerkko Luosto","Olli Hirviniemi","Finland"
"1249",2013,"Ecuador",6,6,NA,9,8,0,25,3,0,NA,0,0,1,2,"Jorge Chamaidan","Julio Rivera","Ecuador"
"1250",2013,"Paraguay",6,5,1,15,1,0,21,1,0,NA,0,0,2,1,"Roberto Viveros Vera","Claudia Montanía Portillo","Paraguay"
"1251",2013,"Kyrgyzstan",6,6,NA,3,0,9,23,1,0,NA,0,0,1,2,"Buras Boljiev","Taalaibek Dyikanov","Kyrgyzstan"
"1252",2013,"Norway",6,4,2,9,17,0,7,2,1,NA,0,0,1,1,"Dávid Kunszenti-Kovács","Pål Hermunn Johansen","Norway"
"1253",2013,"Chile",3,2,1,8,5,0,15,7,0,NA,0,0,1,2,"Hernan Burgos","Victor Cortes","Chile"
"1254",2013,"North Macedonia",6,6,NA,3,11,0,18,2,0,NA,0,0,1,1,"Vesna Manova-Erakovik","Alekso Malcheski","North Macedonia"
"1255",2013,"Slovenia",6,4,2,1,2,0,31,0,0,NA,0,0,0,4,"Gregor Dolinar","Matej Aleksandrov","Slovenia"
"1256",2013,"Ireland",6,5,1,8,9,0,14,2,0,NA,0,0,0,4,"Bernd Kreussler","Gordon Lessells","Ireland"
"1257",2013,"Denmark",6,6,NA,3,7,0,20,1,0,NA,0,0,0,3,"Kirsten Rosenkilde","Sune Precht Reeh","Denmark"
"1258",2013,"Iceland",6,5,1,7,16,0,3,1,0,NA,0,0,0,2,"Marteinn Þór Harðarson","Jóhanna Katrín Eggertsdóttir","Iceland"
"1259",2013,"Kosovo",6,5,1,4,0,0,21,0,0,NA,0,0,0,3,"Ramadan Limani","Kajtaz Bllaca","Serbia"
"1260",2013,"Luxembourg",2,1,1,8,7,0,9,1,0,NA,0,0,1,0,"Charles Leytem","Mike Dostert","Luxembourg"
"1261",2013,"Pakistan",6,6,NA,2,0,0,22,1,0,NA,0,0,0,3,"Barbu Rudolf Berceanu","Ejaz Hussain Malik","Pakistan"
"1262",2013,"Nicaragua",3,3,NA,1,0,0,21,0,0,NA,0,0,0,3,"Carlos Walsh","María Auxiliadora Cortedano","Nicaragua"
"1263",2013,"Panama",4,4,NA,3,0,0,16,0,0,NA,0,0,0,2,"Jaime Gutierrez","David Narvaez","Panama"
"1264",2013,"Nigeria",1,1,NA,1,3,0,7,7,0,NA,0,0,1,0,"Adewale Roland Tunde Solarin","Steve Dele Oluwaniyi","Nigeria"
"1265",2013,"Morocco",5,4,1,5,0,0,8,4,0,NA,0,0,0,1,"Mohamed Berraho","Abdellatif Zerouale","Morocco"
"1266",2013,"Trinidad and Tobago",6,4,2,2,1,0,10,3,0,NA,0,0,0,1,"Shavak Keshari Sinanan","Jagdesh Ramnanan","Trinidad and Tobago"
"1267",2013,"Liechtenstein",1,1,NA,0,7,0,7,1,0,NA,0,0,1,0,"Philipp Wirth","Andreas Bärtschi","Liechtenstein"
"1268",2013,"Puerto Rico",4,3,1,2,1,0,11,0,0,NA,0,0,0,1,"Arturo Portnoy","Omar Colon Reyes","United States of America"
"1269",2013,"El Salvador",2,1,1,0,0,0,14,0,0,NA,0,0,0,2,"Gabriel Alexander Chicas Reyes","Eder Alexander Jacobo Arévalo","El Salvador"
"1270",2013,"Syria",4,4,NA,1,0,0,13,0,0,NA,0,0,0,1,"Abdullatif Hanano","Imad Fattash","Syria"
"1271",2013,"Cuba",1,1,NA,1,1,0,7,2,0,NA,0,0,0,1,"Eduardo Pérez Almarales","","Cuba"
"1272",2013,"Venezuela",1,NA,1,2,0,0,7,0,0,NA,0,0,0,1,"Rafael Sánchez","Sofía Taylor","Venezuela"
"1273",2013,"Uruguay",6,6,NA,1,1,0,5,0,0,NA,0,0,0,0,"Leonardo Lois Da Silva","Nelson Raúl Chocca Soubes","Uruguay"
"1274",2013,"Bolivia",5,3,2,1,0,0,4,0,0,NA,0,0,0,0,"Sonia Ximena Nivia Cordero Cárdenas","Ismael Chávez Guevara","Bolivia"
"1275",2013,"Montenegro",4,2,2,1,0,0,0,0,0,NA,0,0,0,0,"David Kalaj","Svetlana Nikic","Montenegro"
"1276",2013,"Uganda",5,4,1,1,0,0,0,0,0,NA,0,0,0,0,"Jasper Okello","Assumpta Kasamba Namuddu","Uganda"
"1277",2013,"Honduras",1,1,NA,0,0,0,0,0,0,NA,0,0,0,0,"José Alberto Fajardo Tejada","Luis Armando Ramos Palacios","Honduras"
"1278",2012,"Republic of Korea",6,6,NA,42,42,21,39,42,23,NA,6,0,0,0,"Yongjin Song","Sang-Il Oum","South Korea"
"1279",2012,"People's Republic of China",6,6,NA,42,40,14,31,38,30,NA,5,0,1,0,"Bin Xiong","Zhigang Feng","China"
"1280",2012,"United States of America",6,6,NA,42,40,33,38,23,18,NA,5,1,0,0,"Zuming Feng","Po-Shen Loh","United States of America"
"1281",2012,"Russian Federation",6,6,NA,42,35,21,41,29,9,NA,4,2,0,0,"Nazar Agakhanov","Dmitry Tereshin","Russia"
"1282",2012,"Canada",6,6,NA,42,32,9,39,24,13,NA,3,1,2,0,"Jacob Tsimerman","Lindsey Shorser","Canada"
"1283",2012,"Thailand",6,6,NA,42,42,4,39,30,2,NA,3,3,0,0,"Yotsanan Meemark","Ajchara Harnchoowong","Thailand"
"1284",2012,"Singapore",6,6,NA,42,35,11,32,27,7,NA,1,3,2,0,"Yan Loi Wong","Boon Leong Ng","Singapore"
"1285",2012,"Islamic Republic of Iran",6,5,1,42,29,6,39,34,1,NA,3,2,1,0,"Arash Rastegar","Omid Naghshineh Arjmand","Iran"
"1286",2012,"Vietnam",6,6,NA,42,36,4,31,35,0,NA,1,3,2,0,"Đình Hòa Vũ","Bá Khánh Trình Lê","Vietnam"
"1287",2012,"Romania",6,5,1,40,36,7,36,20,5,NA,2,3,1,0,"Radu Gologan","Mihai Bălună","Romania"
"1288",2012,"India",6,5,1,36,36,4,23,35,2,NA,2,3,0,1,"Venkatachala Belur Jana","Narasimhan Ramanujachari","India"
"1289",2012,"Democratic People's Republic of Korea",6,6,NA,42,30,0,30,22,4,NA,2,1,3,0,"Yong Chol Ham","Kwang Il Ri","North Korea"
"1290",2012,"Türkiye",6,5,1,42,19,1,42,21,3,NA,1,3,2,0,"Azer Kerimov","Şahin Emrah","Turkey"
"1291",2012,"Taiwan",6,6,NA,42,20,5,29,23,8,NA,1,3,0,2,"Wen-Liang Hung","Yen-Chi Roger Lin","Taiwan"
"1292",2012,"Serbia",6,6,NA,42,21,7,26,26,4,NA,1,2,1,2,"Đorđe Krtinić","Dušan Đukić","Serbia"
"1293",2012,"Peru",6,6,NA,42,29,3,34,17,0,NA,0,3,2,1,"Emilio Gonzaga Ramírez","John Carlos Cuya Barrios","Peru"
"1294",2012,"Japan",6,6,NA,42,15,4,27,28,5,NA,0,4,1,1,"Yuji Ito","Yasuharu Asai","Japan"
"1295",2012,"Poland",6,6,NA,40,22,10,25,22,0,NA,0,2,4,0,"Waldemar Pompe","Andrzej Grzesik","Poland"
"1296",2012,"Brazil",6,5,1,42,23,3,33,14,1,NA,1,1,3,1,"Luciano Guimarães Monteiro De Castro","Carlos Yuzo Shine","Brazil"
"1297",2012,"Bulgaria",6,6,NA,42,22,7,38,4,3,NA,1,2,2,1,"Nikolai Nikolov","Peter Boyvalenkov","Bulgaria"
"1298",2012,"Ukraine",6,5,1,42,16,0,30,28,0,NA,0,3,2,1,"Georgiy Shevchenko","Andriy Pankov","Ukraine"
"1299",2012,"Netherlands",6,5,1,38,22,6,34,14,1,NA,2,0,3,1,"Quintijn Puite","Birgit van Dalen","Netherlands"
"1300",2012,"United Kingdom",6,6,NA,36,12,9,41,11,6,NA,1,1,4,0,"James Cranch","Jack Shotton","United Kingdom"
"1301",2012,"Belarus",6,4,2,42,29,0,31,11,1,NA,0,4,1,1,"Igor Voronovich","Sergei Mazanik","Belarus"
"1302",2012,"Croatia",6,5,1,42,18,3,34,13,0,NA,1,1,3,1,"Mea Bombardelli","Matija Bašić","Croatia"
"1303",2012,"Greece",6,6,NA,42,21,0,15,29,0,NA,1,1,3,1,"Anargyros Fellouris","Evangelos Zotos","Greece"
"1304",2012,"Australia",6,5,1,42,16,1,39,7,1,NA,0,2,4,0,"Angelo Di Pasquale","Ivan Guo","Australia"
"1305",2012,"Hong Kong",6,5,1,42,17,0,32,14,1,NA,0,3,1,2,"Tat Wing Leung","Chit Wan Leung","Hong Kong"
"1306",2012,"Saudi Arabia",6,6,NA,40,35,0,25,5,0,NA,0,2,3,0,"Fawzi Al-Thukair","Najla Altwaijry","Saudi Arabia"
"1307",2012,"Republic of Moldova",6,5,1,42,35,0,25,2,0,NA,0,2,3,1,"Valeriu Baltag","Radu Bairac","Moldova"
"1308",2012,"Germany",6,6,NA,27,15,8,34,11,7,NA,0,2,3,1,"Hans-Dietrich Gronau","Christian Reiher","Germany"
"1309",2012,"Israel",6,6,NA,35,16,4,35,11,1,NA,0,3,1,1,"Lev Radzivilovsky","Dmitry Novikov","Israel"
"1310",2012,"Mexico",6,6,NA,42,15,0,28,17,0,NA,1,1,2,2,"Leonardo Ignacio Martínez Sandoval","Marco Antonio Figueroa Ibarra","Mexico"
"1311",2012,"Kazakhstan",6,6,NA,42,30,0,26,3,0,NA,0,1,4,1,"Damir Yeliussizov","Anton Vassilyev","Kazakhstan"
"1312",2012,"Indonesia",6,5,1,39,12,0,35,12,2,NA,0,1,3,1,"Hery Susanto","Yudi Satria","Indonesia"
"1313",2012,"Malaysia",6,6,NA,42,7,0,24,24,3,NA,0,2,3,1,"Muhammad Ikhwan Azlan","M. Suhaimi Ramly","Malaysia"
"1314",2012,"Portugal",6,6,NA,31,23,0,29,13,0,NA,1,1,2,1,"Joana Teles","Filipe Valeriano","Portugal"
"1315",2012,"Belgium",6,6,NA,39,14,0,30,8,2,NA,0,2,1,2,"Bart Windels","Philippe Niederkorn","Belgium"
"1316",2012,"France",6,5,1,35,17,5,30,5,1,NA,0,1,4,1,"Claude Deschamps","Pierre Bornsztein","France"
"1317",2012,"Hungary",6,6,NA,42,17,3,25,2,4,NA,0,2,1,3,"József Pelikán","Sándor Dobos","Hungary"
"1318",2012,"Italy",6,6,NA,39,16,1,30,6,1,NA,0,2,1,2,"Roberto Dvornicich","Ludovico Pernazza","Italy"
"1319",2012,"Tajikistan",6,6,NA,42,22,0,7,20,0,NA,0,0,4,2,"Olimjon Pirahmad","Sabri Zerenturk","Tajikistan"
"1320",2012,"Mongolia",6,5,1,42,13,0,23,11,1,NA,1,0,2,3,"Dashdorj Tserendorj","Erdenebileg Surmaakhorol","Mongolia"
"1321",2012,"Slovakia",6,5,1,33,8,6,31,7,0,NA,1,0,2,2,"Peter Novotný","Tomáš Kocák","Slovakia"
"1322",2012,"Bosnia and Herzegovina",6,6,NA,41,15,0,24,4,0,NA,0,1,2,2,"Vladimir Vladičić","Zenan Šabanac","Bosnia and Herzegovina"
"1323",2012,"Colombia",6,4,2,42,16,0,19,5,1,NA,0,0,3,3,"Maria Elizabeth Losada","Esteban González","Colombia"
"1324",2012,"Armenia",6,6,NA,36,9,0,25,10,0,NA,0,1,2,2,"Nairi Sedrakyan","Gurgen Asatryan","Armenia"
"1325",2012,"Costa Rica",6,4,2,36,6,0,30,8,0,NA,0,0,3,2,"Luis Gómez","Christopher Antonio Trejos Castillo","Costa Rica"
"1326",2012,"Czech Republic",6,6,NA,40,17,0,17,6,0,NA,0,1,1,4,"Martin Panák","Pavel Calábek","Czech Republic"
"1327",2012,"Austria",6,5,1,35,15,0,29,0,0,NA,0,0,4,1,"Robert Geretschläger","Heinrich Josef Gstöttner","Austria"
"1328",2012,"Turkmenistan",6,6,NA,35,22,0,20,1,0,NA,0,1,2,2,"Erol Aslan","Annaorazov Orazmammet","Turkmenistan"
"1329",2012,"Switzerland",6,5,1,31,17,0,24,4,0,NA,0,0,3,1,"Julian Kellerhals","Dimitri Wyss","Switzerland"
"1330",2012,"New Zealand",6,5,1,42,9,0,21,2,1,NA,0,0,2,4,"Chris Tuffley","Peter Nelson","New Zealand"
"1331",2012,"Argentina",6,5,1,42,1,0,24,6,1,NA,0,0,2,4,"Ana Wykowski","Bibiana Russo","Argentina"
"1332",2012,"Bangladesh",5,5,NA,35,8,0,20,11,0,NA,0,1,2,2,"Mahbub Alam Majumdar","A A Munir Hasan","Bangladesh"
"1333",2012,"Slovenia",6,5,1,42,14,0,12,3,0,NA,0,0,2,4,"Gregor Dolinar","Jure Vogrinc","Slovenia"
"1334",2012,"South Africa",6,6,NA,36,9,0,23,3,0,NA,0,0,2,3,"Maciej Stankiewicz","Jacobus van Zyl","South Africa"
"1335",2012,"Lithuania",6,6,NA,32,15,0,18,4,0,NA,0,0,3,1,"Artūras Dubickas","Romualdas Kašuba","Lithuania"
"1336",2012,"Georgia",6,6,NA,29,3,0,30,6,0,NA,0,0,1,3,"George Chelidze","Givi Nadibaidze","Georgia"
"1337",2012,"Spain",6,6,NA,27,8,0,25,0,4,NA,0,1,0,3,"María Gaspar Alonso-Vega","Luis Hernández","Spain"
"1338",2012,"Azerbaijan",6,6,NA,34,8,0,16,1,1,NA,0,0,2,2,"Fuad Garayev","Jafar Jafarov","Azerbaijan"
"1339",2012,"Denmark",6,6,NA,33,8,0,19,0,0,NA,0,0,1,4,"Kirsten Rosenkilde","Sune Precht Reeh","Denmark"
"1340",2012,"Chile",6,5,1,35,7,0,12,4,1,NA,0,0,1,4,"Hernan Burgos","Anibal Velozo","Chile"
"1341",2012,"North Macedonia",6,4,2,32,15,0,10,2,0,NA,0,0,2,2,"Vesna Manova-Erakovik","Alekso Malcheski","North Macedonia"
"1342",2012,"Finland",6,5,1,22,15,0,15,5,0,NA,0,1,0,3,"Matti Lehtinen","Esa Vesalainen","Finland"
"1343",2012,"Latvia",6,5,1,39,3,0,11,2,0,NA,0,0,0,5,"Juris Smotrovs","Juris Škuškovniks","Latvia"
"1344",2012,"Nigeria",6,6,NA,25,15,2,9,0,1,NA,0,0,1,3,"Adewale Roland Tunde Solarin","Steve Dele Oluwaniyi","Nigeria"
"1345",2012,"Estonia",6,4,2,31,0,0,19,0,0,NA,0,0,0,4,"Härmel Nestra","Indrek Zolk","Estonia"
"1346",2012,"Kyrgyzstan",6,5,1,42,2,0,6,0,0,NA,0,0,0,6,"Buras Boljiev","","Kyrgyzstan"
"1347",2012,"Morocco",5,5,NA,24,14,0,11,0,0,NA,0,0,2,0,"Moulay Ahmed Moussaoui","Abdellatif Zerouale","Morocco"
"1348",2012,"Ecuador",6,6,NA,28,6,0,9,4,0,NA,0,0,1,2,"Jorge Chamaidan","Julio Rivera","Ecuador"
"1349",2012,"Sweden",6,6,NA,20,1,4,19,1,2,NA,0,0,1,1,"Paul Vaderlind","Victor Ufnarovski","Sweden"
"1350",2012,"Pakistan",5,4,1,17,7,0,10,7,0,NA,0,1,0,1,"Barbu Berceanu","Ahmad Mahmood Qureshi","Pakistan"
"1351",2012,"Philippines",3,2,1,21,1,0,16,3,0,NA,0,0,2,1,"Julius Magalona Basilla","Job Agcaoili Nable","Philippines"
"1352",2012,"Macau",6,6,NA,18,8,0,14,0,0,NA,0,0,0,3,"Ieng Tak Leong","Hio Tong Wu","Macau"
"1353",2012,"Cyprus",6,6,NA,17,7,0,11,3,1,NA,0,0,0,3,"Andreas Philippou","Theoklitos Paragyiou","Cyprus"
"1354",2012,"Luxembourg",4,3,1,21,7,0,8,0,0,NA,0,0,1,2,"Charles Leytem","Mike Dostert","Luxembourg"
"1355",2012,"Ireland",6,6,NA,23,2,0,9,0,0,NA,0,0,0,2,"Mark Flanagan","Gordon Lessells","Ireland"
"1356",2012,"Norway",6,4,2,20,0,0,13,0,0,NA,0,0,0,1,"Dávid Kunszenti-Kovács","Johannes Kleppe","Norway"
"1357",2012,"Puerto Rico",4,4,NA,17,7,0,8,0,0,NA,0,0,1,1,"Luis Fernando Cáceres Duque","Arturo Portnoy","United States of America"
"1358",2012,"Paraguay",6,4,2,23,0,0,8,0,0,NA,0,0,0,2,"Juan José Cáceres Silva","Paola Villalba Fiore","Paraguay"
"1359",2012,"Sri Lanka",4,4,NA,15,9,0,6,0,0,NA,0,0,1,1,"Supun Thamara Samarakoon","Mahishanka Withanachchi","Sri Lanka"
"1360",2012,"Uruguay",6,6,NA,21,1,0,8,0,0,NA,0,0,0,2,"Nelson Raúl Chocca Soubes","Antonio Velázquez","Uruguay"
"1361",2012,"Ivory Coast",4,4,NA,24,0,0,5,0,0,NA,0,0,0,3,"Jean Sosthène Alphonse Békoin Amon","Armel Didier Yavo","Côte d'Ivoire"
"1362",2012,"El Salvador",3,3,NA,18,1,0,5,4,0,NA,0,0,0,2,"Carlos Mauricio Canjura Linares","Aarón Ernesto Ramírez Flores","El Salvador"
"1363",2012,"Trinidad and Tobago",5,4,1,19,0,0,7,0,0,NA,0,0,0,1,"Indra Haraksingh","Jagdesh Ramnanan","Trinidad and Tobago"
"1364",2012,"Tunisia",2,2,NA,9,7,0,9,0,0,NA,0,1,0,0,"Salah Marzougui","Raouf Thabet","Tunisia"
"1365",2012,"Iceland",6,6,NA,9,1,0,11,0,0,NA,0,0,0,0,"Marteinn Þór Harðarson","Jóhanna Katrín Eggertsdóttir","Iceland"
"1366",2012,"Syria",6,6,NA,10,0,0,6,3,0,NA,0,0,0,1,"Abdullatif Hanano","Imad Fattash","Syria"
"1367",2012,"Panama",3,3,NA,13,1,0,2,0,1,NA,0,0,0,1,"David Narvaez","","Panama"
"1368",2012,"Venezuela",3,2,1,11,0,0,6,0,0,NA,0,0,0,1,"Rafael Sánchez","Laura Vielma Herrero","Venezuela"
"1369",2012,"Honduras",2,2,NA,14,0,0,1,0,0,NA,0,0,0,2,"Mariano Eliseo Solorzano Alvarado","Mario Roberto Canales Villanueva","Honduras"
"1370",2012,"Guatemala",2,1,1,7,0,0,4,0,0,NA,0,0,0,1,"Francisco José Martínez Figueroa","","Guatemala"
"1371",2012,"Kosovo",6,5,1,4,1,0,4,0,0,NA,0,0,0,0,"Ramadan Limani","Kajtaz Bllaca","Serbia"
"1372",2012,"Cuba",1,1,NA,2,6,0,0,0,0,NA,0,0,0,0,"Enech García Martínez","","Cuba"
"1373",2012,"Bolivia",6,3,3,4,0,0,2,0,0,NA,0,0,0,0,"Gustavo Michel Garcia","Jaime Manuel Rojas Claure","Bolivia"
"1374",2012,"Liechtenstein",2,2,NA,1,1,0,3,0,0,NA,0,0,0,0,"Florian Meier","Philipp Wirth","Liechtenstein"
"1375",2012,"Montenegro",2,1,1,3,0,0,2,0,0,NA,0,0,0,0,"Sinisa Stamatovic","Gojko Jelovac","Montenegro"
"1376",2012,"Uganda",5,3,2,2,0,0,0,0,0,NA,0,0,0,0,"Jasper Okello","Cyrus Ssebugenyi","Uganda"
"1377",2012,"Kuwait",3,3,NA,0,0,0,0,0,0,NA,0,0,0,0,"Ibrahim Alqattan","Jamal H. Mohammad","Kuwait"
"1378",2011,"People's Republic of China",6,6,NA,42,12,42,42,42,9,NA,6,0,0,0,"Bin Xiong","Zhigang Feng","China"
"1379",2011,"United States of America",6,6,NA,42,18,35,42,42,5,NA,6,0,0,0,"Zuming Feng","Po-Shen Loh","United States of America"
"1380",2011,"Singapore",6,6,NA,42,27,23,42,36,9,NA,4,1,1,0,"Yan Loi Wong","Wei Kit Derrick Wong","Singapore"
"1381",2011,"Russian Federation",6,5,1,42,10,23,40,42,4,NA,2,4,0,0,"Nazar Agakhanov","Dmitry Tereshin","Russia"
"1382",2011,"Thailand",6,6,NA,39,11,23,42,42,3,NA,3,2,1,0,"Wicharn Lewkeeratiyutkul","Keng Wiboonton","Thailand"
"1383",2011,"Türkiye",6,6,NA,42,3,23,40,37,14,NA,3,2,1,0,"Okan Tekman","Azer Kerimov","Turkey"
"1384",2011,"Democratic People's Republic of Korea",6,6,NA,39,3,36,28,42,9,NA,3,3,0,0,"","Ryong Gol Yom","North Korea"
"1385",2011,"Romania",6,6,NA,40,5,25,42,39,3,NA,1,5,0,0,"Radu Gologan","Mihai Bălună","Romania"
"1386",2011,"Taiwan",6,6,NA,42,6,17,42,41,6,NA,2,4,0,0,"Sen-Peng Eu","Yen-Chi Roger Lin","Taiwan"
"1387",2011,"Islamic Republic of Iran",6,5,1,40,3,15,42,41,10,NA,2,4,0,0,"Arash Rastegar","Omid Naghshineh Arjmand","Iran"
"1388",2011,"Germany",6,5,1,42,11,18,36,36,7,NA,1,3,2,0,"Hans-Dietrich Gronau","Eric Müller","Germany"
"1389",2011,"Japan",6,6,NA,42,15,8,41,36,5,NA,2,2,2,0,"Yasuo Morita","Takahiko Fujita","Japan"
"1390",2011,"Republic of Korea",6,6,NA,42,7,24,30,36,5,NA,2,3,0,1,"Yongjin Song","Seunghun Yi","South Korea"
"1391",2011,"Hong Kong",6,6,NA,42,4,17,36,32,7,NA,2,1,3,0,"Tat Wing Leung","Wai Hoi Bobby Poon","Hong Kong"
"1392",2011,"Poland",6,6,NA,37,1,17,42,36,3,NA,2,2,1,1,"Andrzej Komisarski","Michał Pilipczuk","Poland"
"1393",2011,"Ukraine",6,6,NA,37,14,14,40,28,3,NA,1,2,3,0,"Bogdan Rublov","Nataliia Prokopenko","Ukraine"
"1394",2011,"Canada",6,5,1,42,4,9,42,34,1,NA,1,2,3,0,"Dorette Pronk","David Arthur","Canada"
"1395",2011,"United Kingdom",6,6,NA,42,10,10,36,34,0,NA,2,1,2,1,"James Cranch","Jack Shotton","United Kingdom"
"1396",2011,"Italy",6,6,NA,38,15,5,42,29,0,NA,1,3,1,1,"Roberto Dvornicich","Samuele Mongodi","Italy"
"1397",2011,"Brazil",6,4,2,38,3,3,42,33,2,NA,0,3,3,0,"Nicolau Corção Saldanha","Eduardo Tengan","Brazil"
"1398",2011,"Bulgaria",6,6,NA,42,1,15,37,22,4,NA,0,2,3,1,"Nikolai Nikolov","Peter Boyvalenkov","Bulgaria"
"1399",2011,"Mexico",6,6,NA,42,4,0,41,30,3,NA,0,2,4,0,"Radmila Bulajich","Leonardo Ignacio Martínez Sandoval","Mexico"
"1400",2011,"India",6,5,1,36,9,2,39,33,0,NA,1,1,2,2,"Chudamani R Pranesachar","Prithwijit De","India"
"1401",2011,"Israel",6,6,NA,42,2,9,31,35,0,NA,1,0,4,1,"Lev Radzivilovsky","Dmitry Novikov","Israel"
"1402",2011,"Australia",6,5,1,38,4,1,40,32,1,NA,0,3,3,0,"Ivan Guo","Graham Robert White","Australia"
"1403",2011,"Hungary",6,6,NA,39,6,8,32,27,4,NA,0,2,3,1,"József Pelikán","Sándor Dobos","Hungary"
"1404",2011,"Serbia",6,6,NA,38,10,10,32,23,3,NA,1,2,1,1,"Đorđe Krtinić","Dušan Đukić","Serbia"
"1405",2011,"Netherlands",6,5,1,38,7,1,42,25,2,NA,0,2,3,1,"Johan Konter","Sietske Tacoma","Netherlands"
"1406",2011,"Indonesia",6,6,NA,41,2,6,36,27,2,NA,0,2,4,0,"Hery Susanto","Yudi Satria","Indonesia"
"1407",2011,"New Zealand",6,6,NA,39,11,0,38,26,0,NA,0,2,2,2,"Chris Tuffley","Ilya Chevyrev","New Zealand"
